COUNT_time,drivinstage,turn,omega,hsv.val,halftrack,travel_deg
0,100,90,0,3,0,1
4,0,62,0,3,0,1
8,0,63,0,3,0,1
12,0,63,0,3,0,0
16,0,63,0,3,0,0
20,0,63,0,3,0,0
24,0,63,0,3,0,0
28,0,63,0,3,0,0
32,0,63,0,3,0,1
36,0,63,0,3,0,1
40,0,63,0,3,0,2
44,0,63,0,3,0,2
48,0,63,0,3,0,2
52,0,63,1,3,0,3
56,0,63,1,3,0,3
60,0,63,1,3,0,4
64,0,63,1,3,0,4
68,0,63,2,3,0,5
72,0,64,2,3,0,5
76,0,64,2,3,0,5
80,0,64,2,3,0,6
84,0,64,2,3,0,6
88,0,64,2,3,0,7
92,0,64,2,3,0,7
96,0,64,2,3,0,7
100,0,64,2,3,0,8
104,0,64,2,3,0,8
108,0,64,3,3,0,9
112,0,64,3,3,0,9
116,0,64,3,3,0,9
120,0,64,3,3,0,10
124,0,64,3,3,0,10
128,0,64,3,3,0,11
132,0,64,3,3,0,11
136,0,64,3,3,0,11
140,0,64,4,3,0,12
144,0,64,4,3,0,12
148,0,64,4,3,0,13
152,0,64,4,3,0,13
156,0,64,4,3,0,13
160,0,64,4,3,0,14
164,0,64,4,3,0,14
168,0,64,5,3,0,16
172,0,64,5,3,0,16
176,0,64,5,3,0,16
180,0,64,5,3,0,16
184,0,64,5,3,0,16
188,0,64,5,3,0,16
192,0,64,5,3,0,18
196,0,64,5,3,0,18
200,0,64,6,3,0,18
204,0,64,6,3,0,18
208,0,64,6,3,0,18
212,0,58,6,4,0,20
216,0,60,6,4,0,20
220,0,55,6,5,0,21
224,0,56,6,5,0,21
228,0,56,7,5,0,22
232,0,56,7,5,0,22
236,0,56,7,5,0,22
240,0,51,7,6,0,23
244,0,52,7,6,0,23
248,0,47,7,7,0,25
252,0,49,7,7,0,25
256,0,49,7,7,0,25
260,0,43,8,8,0,25
264,0,45,8,8,0,25
268,0,45,8,8,0,27
272,0,45,8,8,0,27
276,0,45,8,8,0,27
280,0,34,8,10,0,28
284,0,37,8,10,0,28
288,0,32,8,11,0,29
292,0,34,8,11,0,29
296,0,34,8,11,0,29
300,0,28,9,12,0,31
304,0,30,9,12,0,31
308,0,30,9,12,0,32
312,0,30,9,12,0,32
316,0,30,9,12,0,32
320,0,30,9,12,0,33
324,0,30,9,12,0,33
328,0,30,9,12,0,33
332,0,19,9,14,0,35
336,0,22,9,14,0,35
340,0,22,10,14,0,36
344,0,22,10,14,0,36
348,0,22,10,14,0,36
352,0,12,10,16,0,37
356,0,15,10,16,0,37
360,0,9,10,17,0,39
364,0,11,10,17,0,39
368,0,11,10,17,0,40
372,0,11,10,17,0,40
376,0,11,10,17,0,40
380,0,6,10,18,0,41
384,0,7,10,18,0,41
388,0,7,10,18,0,41
392,0,2,10,19,0,43
396,0,3,10,19,0,43
400,0,-1,10,20,0,44
404,0,0,10,20,0,44
408,100,0,10,20,0,46
412,100,0,10,20,0,46
416,100,0,10,20,0,46
420,100,-5,0,21,0,2
424,100,-3,0,21,0,2
428,100,-3,0,21,0,3
432,100,-3,0,21,0,3
436,100,-3,0,21,0,3
440,100,-14,0,23,0,5
444,0,-11,0,23,0,5
448,0,-11,0,23,0,6
452,0,-11,0,23,0,6
456,0,-11,0,23,0,6
460,0,-16,0,24,0,2
464,0,-14,0,24,0,2
468,0,-14,0,24,0,3
472,0,-14,0,24,0,3
476,0,-14,0,24,0,3
480,0,-20,0,25,0,5
484,0,-18,0,25,0,5
488,0,-18,0,25,0,5
492,0,-18,0,25,0,6
496,0,-18,0,25,0,6
500,0,-18,0,25,0,8
504,0,-18,0,25,0,8
508,0,-18,0,25,0,8
512,0,-24,0,26,0,9
516,0,-22,0,26,0,9
520,0,-22,0,26,0,11
524,0,-22,0,26,0,11
528,0,-22,0,26,0,11
532,0,-27,0,27,0,13
536,0,-26,0,27,0,13
540,0,-31,0,28,0,14
544,0,-29,0,28,0,14
548,0,-29,0,28,0,14
552,0,-30,0,28,0,16
556,0,-30,0,28,0,16
560,0,-30,0,28,0,17
564,0,-30,0,28,0,17
568,0,-30,0,28,0,18
572,0,-30,0,28,0,18
576,0,-30,0,28,0,18
580,0,-35,-1,29,0,20
584,0,-33,-1,29,0,20
588,0,-33,-1,29,0,22
592,0,-33,-1,29,0,22
596,0,-33,-1,29,0,22
600,0,-33,-1,29,0,23
604,0,-33,-1,29,0,23
608,0,-39,-1,30,0,24
612,0,-37,-1,30,0,24
616,0,-37,-1,30,0,24
620,0,-37,-1,30,0,26
624,0,-37,-1,30,0,26
628,0,-37,-2,30,0,27
632,0,-37,-2,30,0,27
636,0,-37,-2,30,0,27
640,0,-37,-2,30,0,29
644,0,-37,-2,30,0,29
648,0,-37,-2,30,0,30
652,0,-37,-2,30,0,30
656,0,-37,-2,30,0,30
660,0,-37,-2,30,0,32
664,0,-37,-2,30,0,32
668,0,-37,-2,30,0,33
672,0,-37,-2,30,0,33
676,0,-37,-2,30,0,33
680,0,-37,-2,30,0,34
684,0,-37,-2,30,0,34
688,0,-37,-2,30,0,34
692,0,-37,-3,30,0,36
696,0,-37,-3,30,0,36
700,0,-37,-3,30,0,37
704,0,-37,-3,30,0,37
708,0,-37,-3,30,0,37
712,0,-37,-3,30,0,38
716,0,-37,-3,30,0,38
720,0,-37,-3,30,0,40
724,0,-37,-3,30,0,40
728,0,-37,-4,30,0,41
732,0,-37,-4,30,0,41
736,0,-37,-4,30,0,41
740,0,-37,-4,30,0,43
744,0,-37,-4,30,0,43
748,0,-37,-4,30,0,44
752,0,-37,-4,30,0,44
756,0,-37,-4,30,0,44
760,0,-37,-4,30,0,45
764,0,-37,-4,30,0,45
768,0,-37,-4,30,0,46
772,0,-37,-4,30,0,46
776,0,-37,-4,30,0,46
780,0,-32,-5,29,0,48
784,0,-33,-5,29,0,48
788,0,-33,-5,29,0,49
792,0,-33,-5,29,0,50
796,0,-33,-5,29,0,50
800,0,-33,-5,29,0,50
804,0,-33,-5,29,0,50
808,0,-33,-5,29,0,52
812,0,-33,-5,29,0,52
816,0,-33,-5,29,0,52
820,0,-33,-6,29,0,53
824,0,-33,-6,29,0,53
828,0,-33,-6,29,0,53
832,0,-33,-5,29,0,55
836,0,-33,-5,29,0,55
840,0,-33,-6,29,0,56
844,0,-33,-6,29,0,56
848,0,-33,-6,29,0,56
852,0,-28,-6,28,0,58
856,0,-30,-6,28,0,58
860,0,-30,-6,28,0,59
864,0,-30,-6,28,0,59
868,0,-30,-6,28,0,60
872,0,-30,-6,28,0,60
876,0,-30,-6,28,0,60
880,0,-30,-6,28,0,61
884,0,-30,-6,28,0,61
888,0,-30,-6,28,0,61
892,0,-30,-7,28,0,63
896,0,-30,-7,28,0,63
900,0,-30,-7,28,0,64
904,0,-30,-7,28,0,64
908,0,-30,-7,28,0,64
912,0,-24,-7,27,0,65
916,0,-26,-7,27,0,65
920,0,-26,-7,27,0,67
924,0,-26,-7,27,0,67
928,0,-26,-7,27,0,68
932,0,-26,-7,27,0,68
936,0,-26,-7,27,0,68
940,0,-21,-7,26,0,70
944,0,-22,-7,26,0,70
948,0,-22,-7,26,0,70
952,0,-22,-8,26,0,71
956,0,-22,-8,26,0,71
960,0,-22,-8,26,0,72
964,0,-22,-8,26,0,72
968,0,-22,-8,26,0,74
972,0,-22,-8,26,0,74
976,0,-22,-8,26,0,74
980,0,-22,-8,26,0,75
984,0,-22,-8,26,0,75
988,0,-22,-8,26,0,76
992,0,-22,-8,26,0,76
996,0,-22,-8,26,0,76
1000,0,-22,-8,26,0,78
1004,0,-22,-8,26,0,78
1008,0,-17,-8,25,0,79
1012,0,-18,-8,25,0,79
1016,0,-18,-8,25,0,79
1020,0,-18,-9,25,0,81
1024,0,-18,-9,25,0,81
1028,0,-18,-9,25,0,81
1032,0,-18,-9,25,0,82
1036,0,-18,-9,25,0,82
1040,0,-18,-9,25,0,84
1044,0,-18,-9,25,0,84
1048,0,-18,-9,25,0,84
1052,0,-18,-9,25,0,85
1056,0,-18,-9,25,0,85
1060,0,-13,-9,24,0,86
1064,0,-15,-9,24,0,86
1068,0,-15,-9,24,0,88
1072,0,-15,-9,24,0,88
1076,0,-15,-9,24,0,88
1080,0,-15,-9,24,0,89
1084,0,-15,-9,24,0,89
1088,0,-15,-9,24,0,91
1092,0,-15,-9,24,0,91
1096,0,-15,-9,24,0,91
1100,0,-15,-9,24,0,92
1104,0,-15,-9,24,0,92
1108,0,-9,-10,23,0,93
1112,0,-11,-10,23,0,93
1116,0,-11,-10,23,0,93
1120,0,-11,-9,23,0,95
1124,0,-11,-9,23,0,95
1128,0,-11,-10,23,0,96
1132,0,-11,-10,23,0,96
1136,0,-11,-10,23,0,96
1140,0,-11,-10,23,0,97
1144,0,-11,-10,23,0,97
1148,0,-11,-10,23,0,99
1152,0,-11,-10,23,0,99
1156,0,-11,-10,23,0,99
1160,0,-11,-10,23,0,100
1164,0,-11,-10,23,0,100
1168,0,-6,-10,22,0,102
1172,0,-7,-10,22,0,102
1176,0,-7,-10,22,0,102
1180,0,-7,-10,22,0,104
1184,0,-7,-10,22,0,104
1188,0,-7,-10,22,0,105
1192,0,-7,-10,22,0,105
1196,0,-7,-10,22,0,105
1200,0,-2,-10,21,0,106
1204,0,-3,-10,21,0,106
1208,0,-3,-10,21,0,108
1212,0,-3,-10,21,0,108
1216,0,-3,-10,21,0,108
1220,0,-3,-10,21,0,109
1224,0,-3,-10,21,0,109
1228,0,-3,-10,21,0,109
1232,0,-3,-10,21,0,111
1236,0,-3,-10,21,0,111
1240,0,-3,-10,21,0,112
1244,0,-3,-10,21,0,112
1248,0,-3,-10,21,0,113
1252,0,-3,-10,21,0,113
1256,0,-3,-10,21,0,113
1260,0,-3,-10,21,0,115
1264,0,-3,-10,21,0,115
1268,0,-3,-10,21,0,116
1272,0,-3,-10,21,0,116
1276,0,-3,-10,21,0,116
1280,0,-3,-10,21,0,118
1284,0,-3,-10,21,0,118
1288,0,1,-10,20,0,119
1292,0,0,-10,20,0,119
1296,100,0,-10,20,0,119
1300,100,0,-10,20,0,121
1304,100,0,-10,20,0,121
1308,100,0,0,20,0,1
1312,100,0,0,20,0,1
1316,100,0,0,20,0,1
1320,100,0,0,20,0,2
1324,100,0,0,20,0,2
1328,100,0,0,20,0,4
1332,100,0,0,20,0,4
1336,100,0,0,20,0,4
1340,100,0,0,20,0,5
1344,100,0,0,20,0,5
1348,100,5,0,19,0,7
1352,100,3,0,19,0,7
1356,100,3,0,19,0,7
1360,100,3,0,19,0,9
1364,100,3,0,19,0,9
1368,100,3,0,19,0,10
1372,100,3,0,19,0,10
1376,100,3,0,19,0,10
1380,100,3,0,19,0,12
1384,100,3,0,19,0,12
1388,100,3,0,19,0,12
1392,100,3,0,19,0,14
1396,100,3,0,19,0,14
1400,100,3,0,19,0,15
1404,100,3,0,19,0,15
1408,100,3,0,19,0,17
1412,100,3,0,19,0,17
1416,100,3,0,19,0,17
1420,100,3,0,19,0,19
1424,100,3,0,19,0,19
1428,100,3,0,19,0,20
1432,100,3,0,19,0,20
1436,100,3,0,19,0,20
1440,100,3,0,19,0,22
1444,100,3,0,19,0,22
1448,100,3,0,19,0,24
1452,100,3,0,19,0,24
1456,100,3,0,19,0,24
1460,100,3,0,19,0,25
1464,100,3,0,19,0,25
1468,100,3,0,19,0,27
1472,100,3,0,19,0,27
1476,100,3,0,19,0,27
1480,100,3,0,19,0,28
1484,100,3,0,19,0,28
1488,100,9,0,18,0,30
1492,100,7,0,18,0,30
1496,100,7,0,18,0,30
1500,100,7,0,18,0,32
1504,100,7,0,18,0,32
1508,100,7,0,18,0,32
1512,100,7,0,18,0,33
1516,100,7,0,18,0,33
1520,100,7,0,18,0,35
1524,100,7,0,18,0,35
1528,100,7,0,18,0,35
1532,100,7,0,18,0,37
1536,100,7,0,18,0,37
1540,100,7,0,18,0,38
1544,100,7,0,18,0,38
1548,100,7,0,18,0,38
1552,100,7,0,18,0,40
1556,100,7,0,18,0,40
1560,100,7,0,18,0,42
1564,100,7,0,18,0,42
1568,100,7,0,18,0,43
1572,100,7,0,18,0,43
1576,100,7,0,18,0,43
1580,100,7,0,18,0,45
1584,100,7,0,18,0,45
1588,100,7,0,18,0,47
1592,100,7,0,18,0,47
1596,100,7,0,18,0,47
1600,100,7,0,18,0,48
1604,100,7,0,18,0,48
1608,100,7,0,18,0,50
1612,100,7,0,18,0,50
1616,100,7,0,18,0,50
1620,100,7,0,18,0,52
1624,100,7,0,18,0,52
1628,100,7,0,18,0,53
1632,100,7,0,18,0,53
1636,100,7,0,18,0,53
1640,100,7,0,18,0,55
1644,100,7,0,18,0,55
1648,100,7,0,18,0,56
1652,100,7,0,18,0,56
1656,100,7,0,18,0,56
1660,100,7,0,18,0,58
1664,100,7,0,18,0,58
1668,100,7,0,18,0,59
1672,100,7,0,18,0,59
1676,100,7,0,18,0,59
1680,100,7,0,18,0,61
1684,100,7,0,18,0,61
1688,100,7,0,18,0,62
1692,100,7,0,18,0,62
1696,100,7,0,18,0,62
1700,100,7,0,18,0,64
1704,100,7,0,18,0,64
1708,100,7,0,18,0,65
1712,100,7,0,18,0,65
1716,100,7,0,18,0,65
1720,100,7,0,18,0,67
1724,100,7,0,18,0,67
1728,100,7,1,18,0,69
1732,100,7,1,18,0,69
1736,100,7,1,18,0,69
1740,100,7,0,18,0,70
1744,100,7,0,18,0,70
1748,100,7,1,18,0,72
1752,100,7,1,18,0,72
1756,100,7,1,18,0,72
1760,100,7,0,18,0,73
1764,100,7,0,18,0,73
1768,100,7,1,18,0,75
1772,100,7,1,18,0,75
1776,100,7,1,18,0,75
1780,100,7,1,18,0,77
1784,100,7,1,18,0,77
1788,100,2,1,19,0,78
1792,100,3,1,19,0,78
1796,100,3,1,19,0,78
1800,100,9,1,18,0,80
1804,100,7,1,18,0,80
1808,100,2,1,19,0,81
1812,100,3,1,19,0,81
1816,100,3,1,19,0,81
1820,100,3,1,19,0,83
1824,100,3,1,19,0,83
1828,100,3,1,19,0,84
1832,100,3,1,19,0,84
1836,100,3,1,19,0,84
1840,100,3,1,19,0,86
1844,100,3,1,19,0,86
1848,100,3,1,19,0,87
1852,100,3,1,19,0,87
1856,100,3,1,19,0,87
1860,100,3,1,19,0,89
1864,100,3,1,19,0,89
1868,100,3,1,19,0,90
1872,100,3,1,19,0,90
1876,100,3,1,19,0,90
1880,100,3,1,19,0,92
1884,100,3,1,19,0,92
1888,100,3,1,19,0,93
1892,100,3,1,19,0,93
1896,100,3,1,19,0,93
1900,100,3,1,19,0,95
1904,100,3,1,19,0,95
1908,100,3,1,19,0,96
1912,100,3,1,19,0,96
1916,100,3,1,19,0,96
1920,100,3,1,19,0,98
1924,100,3,1,19,0,98
1928,100,3,1,19,0,99
1932,100,3,1,19,0,99
1936,100,3,1,19,0,99
1940,100,3,1,19,0,101
1944,100,3,1,19,0,101
1948,100,3,1,19,0,102
1952,100,3,1,19,0,102
1956,100,3,1,19,0,102
1960,100,3,1,19,0,104
1964,100,3,1,19,0,104
1968,100,3,1,19,0,105
1972,100,3,1,19,0,105
1976,100,3,1,19,0,105
1980,100,3,1,19,0,107
1984,100,3,1,19,0,107
1988,100,3,1,19,0,108
1992,100,3,1,19,0,108
1996,100,3,1,19,0,108
2000,100,3,1,19,0,110
2004,100,3,1,19,0,110
2008,100,3,1,19,0,111
2012,100,3,1,19,0,111
2016,100,3,1,19,0,111
2020,100,3,1,19,0,113
2024,100,3,1,19,0,113
2028,100,3,1,19,0,114
2032,100,3,1,19,0,114
2036,100,3,1,19,0,114
2040,100,3,1,19,0,116
2044,100,3,1,19,0,116
2048,100,3,1,19,0,117
2052,100,3,1,19,0,117
2056,100,3,1,19,0,117
2060,100,3,1,19,0,119
2064,100,3,1,19,0,119
2068,100,-1,1,20,0,120
2072,100,0,1,20,0,120
2076,100,0,1,20,0,120
2080,100,0,1,20,0,122
2084,100,0,1,20,0,122
2088,100,0,1,20,0,123
2092,100,0,1,20,0,123
2096,100,0,1,20,0,123
2100,100,0,1,20,0,125
2104,100,0,1,20,0,125
2108,100,0,1,20,0,126
2112,100,0,1,20,0,126
2116,100,0,1,20,0,126
2120,100,0,1,20,0,128
2124,100,0,1,20,0,128
2128,100,0,1,20,0,129
2132,100,0,1,20,0,129
2136,100,0,1,20,0,129
2140,100,0,1,20,0,130
2144,100,0,1,20,0,130
2148,100,0,1,20,0,132
2152,100,0,1,20,0,132
2156,100,0,1,20,0,132
2160,100,0,1,20,0,133
2164,100,0,1,20,0,133
2168,100,0,1,20,0,135
2172,100,0,1,20,0,135
2176,100,0,1,20,0,135
2180,100,0,1,20,0,136
2184,100,0,1,20,0,136
2188,100,0,1,20,0,138
2192,100,0,1,20,0,138
2196,100,0,1,20,0,138
2200,100,0,1,20,0,139
2204,100,0,1,20,0,139
2208,100,0,1,20,0,140
2212,100,0,1,20,0,140
2216,100,0,1,20,0,140
2220,100,0,1,20,0,142
2224,100,0,1,20,0,142
2228,100,0,1,20,0,143
2232,100,0,1,20,0,143
2236,100,0,1,20,0,143
2240,100,0,1,20,0,145
2244,100,0,1,20,0,145
2248,100,0,1,20,0,146
2252,100,0,1,20,0,146
2256,100,0,1,20,0,146
2260,100,0,1,20,0,148
2264,100,0,1,20,0,148
2268,100,0,1,20,0,149
2272,100,0,1,20,0,149
2276,100,0,1,20,0,149
2280,100,0,1,20,0,150
2284,100,0,1,20,0,150
2288,100,-5,1,21,0,152
2292,100,-3,1,21,0,152
2296,100,-3,1,21,0,152
2300,100,1,1,20,0,153
2304,100,0,1,20,0,153
2308,100,0,1,20,0,155
2312,100,0,1,20,0,155
2316,100,0,1,20,0,155
2320,100,0,1,20,0,156
2324,100,0,1,20,0,156
2328,100,0,1,20,0,157
2332,100,0,1,20,0,157
2336,100,0,1,20,0,157
2340,100,0,1,20,0,159
2344,100,0,1,20,0,159
2348,100,0,1,20,0,160
2352,100,0,1,20,0,160
2356,100,0,1,20,0,160
2360,100,-5,1,21,0,161
2364,100,-3,1,21,0,161
2368,100,-3,1,21,0,163
2372,100,-3,1,21,0,163
2376,100,-3,1,21,0,163
2380,100,-3,1,21,0,164
2384,100,-3,1,21,0,164
2388,100,-3,1,21,0,166
2392,100,-3,1,21,0,166
2396,100,-3,1,21,0,166
2400,100,-3,1,21,0,167
2404,100,-3,1,21,0,167
2408,100,-3,1,21,0,168
2412,100,-3,1,21,0,168
2416,100,-3,1,21,0,168
2420,100,-3,1,21,0,169
2424,100,-3,1,21,0,169
2428,100,-3,1,21,0,171
2432,100,-3,1,21,0,171
2436,100,-3,1,21,0,171
2440,100,1,1,20,0,172
2444,100,0,1,20,0,172
2448,100,0,1,20,0,173
2452,100,0,1,20,0,173
2456,100,0,1,20,0,173
2460,100,-5,1,21,0,175
2464,100,-3,1,21,0,175
2468,100,-3,1,21,0,176
2472,100,-3,1,21,0,176
2476,100,-3,1,21,0,176
2480,100,1,1,20,0,177
2484,100,0,1,20,0,177
2488,100,-5,1,21,0,179
2492,100,-3,1,21,0,179
2496,100,-3,1,21,0,179
2500,100,1,1,20,0,180
2504,100,0,1,20,0,180
2508,100,-5,1,21,0,181
2512,100,-3,1,21,0,181
2516,100,-3,1,21,0,181
2520,100,1,1,20,0,182
2524,100,0,1,20,0,182
2528,100,0,1,20,0,184
2532,100,0,1,20,0,184
2536,100,0,1,20,0,184
2540,100,0,1,20,0,185
2544,100,0,1,20,0,185
2548,100,0,1,20,0,186
2552,100,0,1,20,0,186
2556,100,0,1,20,0,186
2560,100,0,1,20,0,188
2564,100,0,1,20,0,188
2568,100,0,1,20,0,189
2572,100,0,1,20,0,189
2576,100,0,1,20,0,189
2580,100,-5,1,21,0,190
2584,100,-3,1,21,0,190
2588,100,-3,1,21,0,191
2592,100,-3,1,21,0,191
2596,100,-3,1,21,0,191
2600,100,1,1,20,0,193
2604,100,0,1,20,0,193
2608,100,0,1,20,0,194
2612,100,0,1,20,0,194
2616,100,0,1,20,0,194
2620,100,0,1,20,0,195
2624,100,0,1,20,0,195
2628,100,0,1,20,0,197
2632,100,0,1,20,0,197
2636,100,0,1,20,0,197
2640,100,0,1,20,0,198
2644,100,0,1,20,0,198
2648,100,0,1,20,0,199
2652,100,0,1,20,0,199
2656,100,0,1,20,0,199
2660,100,0,1,20,0,200
2664,100,0,1,20,0,200
2668,100,0,1,20,0,202
2672,100,0,1,20,0,202
2676,100,0,1,20,0,202
2680,100,0,1,20,0,203
2684,100,0,1,20,0,203
2688,100,0,1,20,0,204
2692,100,0,1,20,0,204
2696,100,0,1,20,0,204
2700,100,0,1,20,0,205
2704,100,0,1,20,0,205
2708,100,0,1,20,0,207
2712,100,0,1,20,0,207
2716,100,0,1,20,0,207
2720,100,-5,1,21,0,208
2724,100,-3,1,21,0,208
2728,100,-3,1,21,0,209
2732,100,-3,1,21,0,209
2736,100,-3,1,21,0,209
2740,100,-3,1,21,0,210
2744,100,-3,1,21,0,210
2748,100,1,1,20,0,212
2752,100,0,1,20,0,212
2756,100,0,1,20,0,212
2760,100,0,1,20,0,213
2764,100,0,1,20,0,213
2768,100,0,1,20,0,214
2772,100,0,1,20,0,214
2776,100,0,1,20,0,214
2780,100,-5,1,21,0,215
2784,100,-3,1,21,0,215
2788,100,1,1,20,0,217
2792,100,0,1,20,0,217
2796,100,0,1,20,0,217
2800,100,0,1,20,0,218
2804,100,0,1,20,0,218
2808,100,0,1,20,0,219
2812,100,0,1,20,0,219
2816,100,0,1,20,0,219
2820,100,-5,1,21,0,220
2824,100,-3,1,21,0,220
2828,100,-3,1,21,0,221
2832,100,-3,1,21,0,221
2836,100,-3,1,21,0,221
2840,100,1,1,20,0,223
2844,100,0,1,20,0,223
2848,100,0,1,20,0,224
2852,100,0,1,20,0,224
2856,100,0,1,20,0,224
2860,100,0,1,20,0,225
2864,100,0,1,20,0,225
2868,100,0,1,20,0,226
2872,100,0,1,20,0,226
2876,100,0,1,20,0,226
2880,100,0,1,20,0,227
2884,100,0,1,20,0,227
2888,100,0,1,20,0,229
2892,100,0,1,20,0,229
2896,100,0,1,20,0,229
2900,100,0,1,20,0,230
2904,100,0,1,20,0,230
2908,100,0,1,20,0,231
2912,100,0,1,20,0,231
2916,100,0,1,20,0,231
2920,100,0,1,20,0,232
2924,100,0,1,20,0,232
2928,100,0,1,20,0,233
2932,100,0,1,20,0,233
2936,100,0,1,20,0,233
2940,100,0,1,20,0,235
2944,100,0,1,20,0,235
2948,100,0,1,20,0,236
2952,100,0,1,20,0,236
2956,100,0,1,20,0,236
2960,100,0,1,20,0,237
2964,100,0,1,20,0,237
2968,100,0,1,20,0,238
2972,100,0,1,20,0,238
2976,100,0,1,20,0,238
2980,100,0,1,20,0,239
2984,100,0,1,20,0,239
2988,100,0,1,20,0,241
2992,100,0,1,20,0,241
2996,100,0,1,20,0,241
3000,100,0,1,20,0,242
3004,100,0,1,20,0,242
3008,100,0,1,20,0,243
3012,100,0,1,20,0,243
3016,100,0,1,20,0,243
3020,100,0,1,20,0,244
3024,100,0,1,20,0,244
3028,100,0,1,20,0,245
3032,100,0,1,20,0,245
3036,100,0,1,20,0,245
3040,100,0,1,20,0,246
3044,100,0,1,20,0,246
3048,100,0,1,20,0,248
3052,100,0,1,20,0,248
3056,100,0,1,20,0,248
3060,100,0,1,20,0,249
3064,100,0,1,20,0,249
3068,100,0,1,20,0,250
3072,100,0,1,20,0,250
3076,100,0,1,20,0,250
3080,100,0,1,20,0,251
3084,100,0,1,20,0,251
3088,100,0,1,20,0,252
3092,100,0,1,20,0,252
3096,100,0,1,20,0,252
3100,100,0,1,20,0,253
3104,100,0,1,20,0,253
3108,100,0,1,20,0,254
3112,100,0,1,20,0,254
3116,100,0,1,20,0,254
3120,100,0,1,20,0,256
3124,100,0,1,20,0,256
3128,100,0,1,20,0,257
3132,100,0,1,20,0,257
3136,100,0,1,20,0,257
3140,100,0,1,20,0,258
3144,100,0,1,20,0,258
3148,100,0,1,20,0,259
3152,100,0,1,20,0,259
3156,100,0,1,20,0,259
3160,100,0,1,20,0,260
3164,100,0,1,20,0,260
3168,100,0,1,20,0,261
3172,100,0,1,20,0,261
3176,100,0,1,20,0,261
3180,100,0,1,20,0,262
3184,100,0,1,20,0,262
3188,100,0,1,20,0,264
3192,100,0,1,20,0,264
3196,100,0,1,20,0,264
3200,100,0,1,20,0,265
3204,100,0,1,20,0,265
3208,100,0,1,20,0,266
3212,100,0,1,20,0,266
3216,100,0,1,20,0,266
3220,100,0,1,20,0,267
3224,100,0,1,20,0,267
3228,100,0,1,20,0,268
3232,100,0,1,20,0,268
3236,100,0,1,20,0,268
3240,100,0,1,20,0,269
3244,100,0,1,20,0,269
3248,100,0,1,20,0,270
3252,100,0,1,20,0,270
3256,100,0,1,20,0,270
3260,100,0,1,20,0,271
3264,100,0,1,20,0,271
3268,100,0,1,20,0,272
3272,100,0,1,20,0,272
3276,100,0,1,20,0,272
3280,100,0,1,20,0,274
3284,100,0,1,20,0,274
3288,100,0,1,20,0,275
3292,100,0,1,20,0,275
3296,100,0,1,20,0,275
3300,100,0,1,20,0,276
3304,100,0,1,20,0,276
3308,100,0,1,20,0,277
3312,100,0,1,20,0,277
3316,100,0,1,20,0,277
3320,100,0,1,20,0,278
3324,100,0,1,20,0,278
3328,100,0,1,20,0,279
3332,100,0,1,20,0,279
3336,100,0,1,20,0,279
3340,100,0,1,20,0,280
3344,100,0,1,20,0,280
3348,100,0,1,20,0,281
3352,100,0,1,20,0,281
3356,100,0,1,20,0,281
3360,100,0,1,20,0,282
3364,100,0,1,20,0,282
3368,100,0,1,20,0,283
3372,100,0,1,20,0,283
3376,100,0,1,20,0,283
3380,100,0,1,20,0,284
3384,100,0,1,20,0,284
3388,100,0,1,20,0,285
3392,100,0,1,20,0,285
3396,100,0,1,20,0,285
3400,100,0,1,20,0,286
3404,100,0,1,20,0,286
3408,100,0,1,20,0,288
3412,100,0,1,20,0,288
3416,100,0,1,20,0,288
3420,100,0,1,20,0,289
3424,100,0,1,20,0,289
3428,100,0,1,20,0,290
3432,100,0,1,20,0,290
3436,100,0,1,20,0,290
3440,100,0,1,20,0,291
3444,100,0,1,20,0,291
3448,100,0,1,20,0,292
3452,100,0,1,20,0,292
3456,100,0,1,20,0,292
3460,100,0,1,20,0,293
3464,100,0,1,20,0,293
3468,100,0,1,20,0,294
3472,100,0,1,20,0,294
3476,100,0,1,20,0,294
3480,100,0,1,20,0,295
3484,100,0,1,20,0,295
3488,100,0,1,20,0,296
3492,100,0,1,20,0,296
3496,100,0,1,20,0,296
3500,100,0,1,20,0,297
3504,100,0,1,20,0,297
3508,100,0,1,20,0,298
3512,100,0,1,20,0,298
3516,100,0,1,20,0,298
3520,100,0,1,20,0,299
3524,100,0,1,20,0,299
3528,100,0,1,20,0,300
3532,100,0,1,20,0,300
3536,100,0,1,20,0,300
3540,100,0,1,20,0,301
3544,100,0,1,20,0,301
3548,100,0,1,20,0,302
3552,100,0,1,20,0,302
3556,100,0,1,20,0,302
3560,100,0,1,20,0,303
3564,100,0,1,20,0,303
3568,100,0,1,20,0,304
3572,100,0,1,20,0,304
3576,100,0,1,20,0,304
3580,100,0,1,20,0,305
3584,100,0,1,20,0,305
3588,100,0,1,20,0,306
3592,100,0,1,20,0,306
3596,100,0,1,20,0,306
3600,100,0,1,20,0,307
3604,100,0,1,20,0,307
3608,100,0,1,20,0,308
3612,100,0,1,20,0,308
3616,100,0,1,20,0,308
3620,100,0,1,20,0,309
3624,100,0,1,20,0,309
3628,100,0,1,20,0,310
3632,100,0,1,20,0,310
3636,100,0,1,20,0,310
3640,100,0,1,20,0,311
3644,100,0,1,20,0,311
3648,100,0,1,20,0,312
3652,100,0,1,20,0,312
3656,100,0,1,20,0,312
3660,100,0,1,20,0,313
3664,100,0,1,20,0,313
